T,mape
0.0465444191188046,8.70015808587577
0.0520202331327816,9.90876543799788
0.0574960471467587,12.8188600733124
0.0657097681677242,8.37280104815102
0.0711855821817012,9.80303434529734
0.0766613961956782,15.9103573454357
0.0848751172166437,10.4036708092326
0.0958267452445978,13.4575864369242
0.114992094293517,11.4382948007589
0.134157443342437,18.3968816989024
0.153322792391356,11.3358373941321
0.16427442041931,14.2779696759496
0.210818839538115,17.3745845587545
0.246411630628966,15.4075400031574
0.287480235733793,15.0162769959184
0.325810933831632,11.1866678480717
0.383306980978391,13.2522842768622
0.416161865062253,8.31972527332995
0.459968377174069,17.0331746558429
0.498299075271908,16.7863615715261
0.555795122418667,10.5649958845197
0.632456518614345,13.4822932906956
0.709117914810024,16.5859210812801
0.747448612907863,16.7299885142961
0.804944660054621,13.7788567395023
0.881606056250299,19.6539007878247
0.958267452445978,13.8223784995031
0.996598150543817,6.21632922564853
1.05409419769058,8.9175476238468
